item_id,description,manufacturer_name
950XLT-0125,"11/4"" DBL CHK W/VLV NON-POTABL",WIL
950XLT-0150,"11/2"" DBL CHK W/VLV NON-POTABL",WIL
950XLT-0200,"2"" DBL CHK W/VLV NON-POTABLE",WIL
950XLT2-75,"3/4"" DBL CHK W/VLV LEAD FREE",WIL
950XLT2BFSS-0125,1¼ TOP DBL CK SLO CLS BBV LF,WIL
950XLT2BFSS-0150,1½ TOP DBL CK SLO CLS BBV LF,WIL
950XLT2BFSS-0200,2 TOP DBL CK SLO CLS BBV LF,WIL
950XLT2DA-0200,"2"" DBL CHK DET ASSY",WIL
950XLTBFSS-0125,11/4 TOP DBL CHK BFV SUP SWTCH,WIL
950XLTBFSS-0150,11/2 TOP DBL CHK BFV SUP SWTCH,WIL
950XLTBFSS-0200,2 TOP DBL CHK BFV SUP SWTCH,WIL
950XLTDA-0200,"2"" DBL CHK DET ASSY",WIL
950XLTDABF-0200,"2"" DBL CHECK DET W/BFV",WIL
950XLTDABFSS-0200,"2"" DBL CHK DET W/BFV SUP SWTCH",WIL
950XLTDABFSSCFM-0200,"2"" DBL CHK DET W/BFV SUP SWCFM",WIL
950XLTDABFSSLM-0200,"2"" DBL CHK DET W/BFV SUP SWTC",WIL
950XLTOSY-0150,11/2 DBL CHK ASSY OS&Y,WIL
95-37,3/8 STEEL C CLAMP,ANV
95421,JAW INSERTS 5301PDJA,REE
954-300S,"POPPET ASSEMBLY 2"" 957XL & XLT",WIL
95552,CHUCK JAW SET 5301PDCS,REE
95606126,CLAMPING RING SCREW,REL
9576541,LIQUID FILLED GAUGE 300#200PSI,WIK
957NBFG-0400,4 RED PRES ASY N GRV BTFLY ULC,WAT
957NRPDA-BFG-GPM-0250,"6"" N PAT RPDA BFG W/ GPM METER",WAT
957NRPDAOSY-CFM-0600,"6"" N PAT RPDA W/ CFM METER",WAT
957OSY-0250,2 1/2 RED PRES ZONE ASSY W/OSY,WAT
957OSY-0400,4 RED PRES ZONE ASSY W/OSY,WAT
957OSY-0600,6 RED PRES ZONE ASSY W/OSY,WAT
957OSY-0800,8 RED PRES ZONE ASSY W/OSY,WAT
957OSY-1000,10 RED PRS ZONE ASSY W/OS&Y,WAT
957OSY-FS-0400,4 RPZ ASSY W/OSY & FS,WAT
957OSY-FS-0800,8 RPZ ASSY W/OSY & FS,WAT
957OSYGXG-0800,8 RED PRES ZONE W/OSY GxG,WAT
957QT-0250,"2.5"" RP ASSY W/QT BALL VLV",WAT
957ZOSY-0600,6 RED PRES ZONE W/OSY,WAT
957ZOSY-0800,8 RED PRES ZONE W/OSY,WAT
95SS-625,5/8 304SS C CLAMP W/LCKNUT,ANV
95SS-75,3/4 304SS C CLAMP W/LCKNUT,ANV
9601,1 FIT COUPLING,VIC
960112,1 1/2 FIT COUPLING,VIC
960114,1 1/4 FIT COUPLING,VIC
9602,2 FIT COUPLING,VIC
96081980,JOCKEY PUMP 1HP,ABP
9621H.1H.2,WARDLOX SLIP OUTLET TEE 1 1/2,WAR
963112,1 1/2 FIT TEE,VIC
963114,1 1/4 FIT TEE,VIC
9632,2 FIT TEE,VIC
966112,1 X 1/2 FIT 90 ELBOW,VIC
9661121,1 1/2 X 1 FIT 90 ELBOW,VIC
96678590,6x5 FLG CONCENTRIC REDUC,ABP
96820,WHITE VALVE ACTION MARKER,LA-
96821,YELLOW VALV ACTION MARKER,LA-
96822,RED VALVE ACTION MARKER,LA-
96823,BLACK VALVE ACTION MARKER,LA-
96872258,"2 1/2"" HOSE VALVES",ABP
96885113,"6"" 300# GRV INLET HOSE VLV",ABP
96886742,"1/2"" AUTO AIR RELEASE VLV",ABP
969114112,11/4 x 1 x 1/2  FIT OUTLET TEE,VIC
96R1112,1x1x1/2 FIT RED OUTLET TEE,VIC
96R2234,2x2x3/4 FIT OUTLET TEE,VIC
9701A,REPAIR KIT FOR 1 VLV 7/16," M1200"""
9702A,REPAIR KIT FOR 3/4-1 VLV 1/2," M1200"""
9703A,REPAIR KIT FOR 1 VLV 17/32," M1200"""
9704A,REPAIR KIT FOR 1 VLV 5/8," M1200"""
9710A,"REP KIT FOR 1¼"" VLV 3/8"" 2.8K"," M1200"""
9711A,"REP KIT FOR 1¼"" VLV 7/16"" 4.2K"," M1200"""
971-25,1/4 MXF PETCOCK VLV,UNI
9712A,"REP KIT FOR 1¼"" VLV 1/2"" 5.6K"," M1200"""
9713A,"REP KIT FOR 1¼"" VLV 17/32""8.0K",AGF
9732A,"REP KIT FOR 1½ -2"" VLV ½"" 5.6K"," M1200"""
9733A,"REP KIT FOR 1½ -2"" VLV 17/32"," M1200"""
9734A,"REP KIT FOR 1½ -2"" VLV 5/8"," M1200"""
9735A,"REP KIT FOR 1½ -2""VLV ESFR 14K"," M1200"""
975-0100,1 BRACE END # 975 DOM,TOL
975XL-0100,1 WILKINS RPZ BKFL W/VALVES,WIL
975XL-0125,1 1/4 WILKINS RPZ BKFL W/VLV,WIL
975XL-0200,2 WILKINS RPZ BKFL W/VALVES,WIL
975XL2-0100,1 WILKINS RPZ BKFL W/VALV,WIL
975XL2-0125,1 1/4 WILKINS RPZ BKFL W/VALV,WIL
975XL2-0150,1 1/2 WILKINS RPZ BKFL W/VALV,WIL
975XL2-0200,2 WILKINS RPZ BKFL W/VALVES LF,WIL
975XL2-75,3/4 WILKINS RPZ BKFL W/VALVS,WIL
975XL2U-0150,1 1/2'' PR BKFLW W/ UNION BALL,WIL
975XL2U-0200,2'' PR BACKFLOW W/ UNION BALL,WIL
975XL3-0200,2 WILKINS RPZ BKFL W/VALVES LF,WIL
975XL3BFSS-0150,"11/2"" RP BCKFLOW W/SUP SWTCH",WIL
975XL3BFSS-0200,"2"" RED PRES BCKFLOW W/SUP SWTC",WIL
975XLBFSS-0125,11/4 RED PRES BCKFLOW SUP SWTC,WIL
975XLBFSS-0150,11/2 RED PRES BCKFLOW SUP SWTC,WIL
975XLBFSS-0200,"2"" RED PRES BCKFLOW W/SUP SWTC",WIL
975XLD-75,3/4 WILKINS RPZ BKFL W/VALVS,WIL
975XLDABFSS-0200,"2"" DBL CHK DET W/BFV SUP SWTCH",WIL
975XLOSY-0200,"2"" 975XL RPZ WITH OSY",WIL
975XLU-0100,"1"" RP WITH UNION BALL VALVE",WIL
9762A,"Repair Kit For 2"" Valves 1/2""",AGF
9765A,REPAIR KIT ESFR TND,AGF
977-CU,2.5-6 975/975 REL VLV ASSY,WIL
97FB-FSFE-0300,"3"" BASKET STRAINER",WAT
97FB-FSFE-0800,"8"" BASKET STRAINER",WAT
97FB-FSFE-1000,"10"" Y STRAINER",WAT
97S-0100,"1"" IN-LINE CHECK VALVE",UNI
97S-25,"1/4"" IN-LINE CHECK VALVE",UNI
97S-50,"1/2"" IN-LINE CHECK VALVE",UNI
97S-75,"3/4"" IN-LINE CHECK VALVE",UNI
97SD-0100,"1"" NPT FIG 97SD GLOBE VALVE",KEN
980,UNIVERSAL SWAYBRACE ATTACH.DOM,TOL
980-37,FIG. 980 3/8HL UNIVBRCATT PLN,TOL
980-375,3/8 UNIV SWAY BRACE ATTAC DOM,TOL
980-50,1/2 UNIV SWAY BRACE ATTAC DOM,TOL
980-6250,5/8 UNIV SWAY BRACE ATTAC DOM,TOL
980-75,3/4 UNIV SWAY BRACE ATTAC DOM,TOL
980EG,UNIVERSAL SWAY BRACE GLV DOM,TOL
980EG-37,FIG. 980 3/8HL UNIVBRCATT EG,TOL
980EG-50,FIG. 980 1/2HL UNIVBRCATT EG,TOL
980EG-6250,5/8 UNIV SWAY BRACE ATTAC GALV,TOL
980EG-75,FIG. 980 3/4HL UNIVBRCATT EG,TOL
980HDG,UNIV SWAY BRACE HOT DIP GALV,TOL
980HDG-50,FIG. 980 1/2HL UNIVBRCATT HDG,TOL
980SS-50,"1/2"" HL UNIVBRCATT SS 316",TOL
981A,"REPAIR KIT FOR 11/4"" TND VLV",AGF
981EG-75,3/4-7/8 FAST ATMT SWY BRC EG,TOL
982A,"REPAIR KIT FOR 2"" TND VLV",AGF
98586,THRUST WASHER W/FLATS,REE
98950,N24S CENTER CUT BOLT CUTTERS,RID
98B,ROD STIFFENER DOM EG,TOL
99-0100,"1"" THD SWING CHECK VLV 1 DISC",UNI
99-0125,"11/4"" THD SWING CHK VLV 1 DISC",UNI
99112,1 1/2 ROUST-A-BOUT COUPLING,VIC
99212,2 1/2 ROUST-A-BOUT COUPLING,VIC
994AGKP,"AIR GAP FOR 994 2.5""-10""",WAT
994BMS,BMS SENSOR KIT FOR 994,WAT
994OSY-FS-GPM-0600,6 RPDA OSY FS GPM,WAT
998772,"24"" FLEX HOSE KIT",S-T
999107,10HP 460-480V COMP 3PHS,S-T
999108,10HP 208-230V COMP 3PHS,S-T
999248,REPLCMT FILTER BOWL S-100/200,S-T
99FS-50,"99FS 1/2"" HINGE SOFT DISC",UNI
99FS-75,"99FS 3/4"" HINGE SOFT DISC",UNI
99S-0100,"1"" THD BRONZE CHECK VALVE",UNI
99S-0125,"1 1/4"" THD BRONZE CHECK",UNI
99S-0150,"1 1/2"" THD BRONZE CHECK",UNI
99S-0200,"2"" THD BRONZE CHECK VALVE",UNI
99S-25,"1/4"" THD BRONZE CHECK",UNI
99S-37,"3/8"" THDED BRONZE CHECK VALVE",UNI
99S-50,"1/2"" THD BRONZE CHECK VALVE",UNI
99S-75,"3/4"" THD BRONZE CHECK VALVE",UNI
99T-0100,"1"" THD BRNZE CK TEF DISC",UNI
99T-0125,"1 1/4"" THD BRNZE CK TEF DISC",UNI
9FD-1836UW,FD18X36 ACC PNL UNIV LATCH WHT,SAM
9TM-0606CW,TM 6X6CW ACC PANEL WHT,SAM
9TM-1616C,TM16X16CAM ACC PANEL CR GRAY,SAM
9TM-1818,TM18X18 ACC PANEL WHITE,SAM
9TM2-1824C,18 X 24 CAM ACCESS PANEL GRAY,SAM
9XPA-1224H2W,12x24 DUAL HANDL ACCES PNL WHT,SAM
9XPA-1224HLW,12x24 WEATHERPROOF ACC PAN,SAM
9XPA-2541H2BK,25x41 DUAL HNDL BLACK PANEL,SAM
A00-01,LEAK DET SYS FOR TYPE 1,S-T
A000449,3/4 NICKEL TESTCOCK BALL VALVE,AME
A00-FPS-00-02,LEAK DET SYS FOR TYPE 2,S-T
A02-MO2-4C,BLASTOFF ONBOARD PURITY ALARM,S-T
A02-QCF,FIXED NITROGEN PURITY SENSOR,S-T
A02-QCF-6PST,POWERSAVER TIMER - 6,S-T
A02-QCF-PS10PM,POWER SAVER MANIFOLD - 10,S-T
A02-QCF-PS1PM,POWER SAVER MANIFOLD - 1,S-T
A02-QCF-PS20PM,POWER SAVER MANIFOLD - 20,S-T
A02QCFPS6PV01,N2 PURITY MANIFOLD 6-ZONE,FFL
A02-QCF-PST,POWERSAVER TIMER - 1,S-T
A02-QCP,PORT NITROGEN PURITY SENSOR,S-T
A02-QCSP,QUICK-CHECK - SAMPLING PORT,S-T
A02-QFC-PS6PM,POWER SAVER MANIFOLD - 6,S-T
A03-A-001,DUAL VENT 02-RELEASE,S-T
A03-APS-00-03,AUTOPURGESYS:ZONESIZE <1050GAL,S-T
A03-APS2,AUTOPURGESYS:ZONESIZE <1050GAL,S-T
A03-APS4,AUTOPURGESYS:ZONESIZE >1050GAL,S-T
A03-AV,O2 RELEASE SYS (WET),S-T
A03-AV02-WR,DUAL VENT O2-RELEASE SYSTEM,S-T
A03-AV02-WR-B,O2 RELEASE SYS 2ND VENT ONLY,S-T
A03-BP-01,AIR BYPASS ALARM TYPE 1,S-T
A03-RAMD,AIR MAINT DEVICE,S-T
A03-WDK,AUTOPURGE SYS W/DRAIN KIT,S-T
A12A1000PG,15/8x31/4 BTB STRUT 10'PREGALV,ERC
A12A2000PG,15/8x15/8 BTB STRUT 20'PREGAL,ERC
A12AH200GN,1-5/8X3-1/4X20 BTB EH STRUT GR,ERC
A12H1000CG,1-5/8 UNISTRUT YELLOW ZINC,ERC
A12H1000GN,1-5/8x1-5/8x10 STRT CHN SL GRN,ERC
A12H1000PG,1 5/8X1 5/8 STRUT TYPE A 10'PG,ERC
A12H2000GN,1 5/8 x 1 5/8 GRN STRUT EH 20',ERC
A12H2000PG,1 5/8X1 5/8 STRUT EH 20' GALV,ERC
A12HS,20ft GREEN O-STRUT CHANNEL,ERC
A12SL6,"SLOTTED CHANNEL,",
A12SL68,"SLOTTED CHANNEL,",
A14H2000PG,"1-5/8X20""PRE-GAL STD HOLES",ERC
A170300,"CK1 SPRING RP40 1.25-2""",CON
A20806-B,MA20806 INDICATOR POST B,ANV
A20814,MA20814 WALL TYPE 2PC POST,ANV
A25680L,LONG DI STEM GUIDE,KEN
A3200-0300,"3"" IPT X IPT DIEL UNION",WAT
A3308AP100,HEX SCREW,ERC
A3F1HEC,PLANIT SAFE AFFF 55 GAL DRUM,VEC
A3F1HEC-1/3,1/3 PLANIT SAFE AFFF 55GAL DRM,VEC
A413,MOD. A413 DRY CHEM,AMX
A50-100,N2-INERT SYSTEM,S-T
A50-300,QUICK-CHECK N2 SENSOR,S-T
A53-A1D,"2.5"" FNPT x M NST",A1D
AB375,"3/8"" ANGLE BRACKET",ERC
ACB-25-175,1/4x13/4 POWERS CONCRETE ANCHR,TOL
ACB-25-225,1/4x21/4 POWERS CONCRETE ANCHR,TOL
ACB-25-300,1/4x3 POWERS CONCRETE ANCHR,TOL
ACB-37-175,3/8x13/4 POWERS CONCRETE ANCHR,TOL
ACB-37-250,3/8x2-1/2 CONCRETE SCREW BOLT,TOL
ACB-37-300,3/8x3 POWERS CONCRETE ANCHR,TOL
ACB-37-400,3/8x4 POWERS CONCRETE ANCHR,TOL
ACCESBOX-CST,URREA METAL TOOL BOX 17X71/2x9,OTH
ACPD-25,1/4 POWERS BANG IT ANCHOR BRWN,TOL
ACPD-37,3/8 POWERS BANG IT ANCHOR GRN,TOL
ACPD-3750,3/8&1/2 POWERS BANG IT ANCHOR,TOL
ACPD-50,1/2 POWERS BANG IT ANCHOR YEL,TOL
ACPD-62,5/8 POWERS BANG IT ANCHOR RED,TOL
ACPD-75,3/4 POWERS BANG IT ANCHOR PURP,TOL
ACPW-25,1/4 POWERS WOOD KNOCKR BRWN,TOL
ACPW-37,3/8 POWERS WOOD KNOCKR GRN,TOL
ACPW-3750,3/8&1/2 POWERS WOOD KNOCKR GRY,TOL
ACPW-50,1/2 POWERS WOOD KNOCKR YEL,TOL
ACPW-62,5/8 POWERS WOOD KNCOKR RED,TOL
ACPW-75,3/4 POWERS WOOD KNOCKR PURPL,TOL
ACV113-6,"6"" AUTO CONTROL VLV GLOBE 150#",WAT
AD-12,AUTO DRAIN VALVE,GEN
AD24BKT2,FH 24 IN MULTIPORT ADJ BRACKET,FLE
AD3500,DRYER ASSEMBLY FOR MANUAL AIR,GEN
AD3500-ELM,DEHYDRATR DESICCANT FOR AD3500,GEN
ADDON-LTE,LTE MOBILE ADD-ON DUAL SIM,SCD
ADDON-POE,24V/48V POE INJECTOR,SCD
ADDON-RTU,MODBUS RTU SLAVE ADD-ON,SCD
ADDON-WIFI,WIFI AD-ON FOR BASE,SCD
ADE-37,"3/8"" X 2"" DBL EXP ANCHOR",TOL
ADE-50,"1/2"" X 2-1/2"" DBL EXP ANCHOR",TOL
ADJOHUBSFBKT,ADJ OPEN HUB BRKT 24 T3,FLE
ADJT24BKT1,"24"" MULTI POSITION TALL BRKT",FLE
ADJT24BKT1-UL-F,"ADJUSTABLE,
ADK421GY,ADK STRUT END CAP GRAY,ERC
ADO16BKT3,16"""" ADJ OPEN HUB BRACKET T3""",FLE
ADO24BKT2,"FH 24"" MLTPRT ADJ BRKT OPENHUB",FLE
ADO24BKT3,"24"" ADJ OPEN HUB BRACKET T3",FLE
ADO24BKT3-DOM,ADJ OPEN HUB BRKT 24 T3 DOM,FLE
ADO30BKT3,"30"" ADJ OPEN HUB BRACKET T3",FLE
ADO42BKT2,"ADJUSTABLE 42"" BRACKET W/UHO",FLE
ADO48BKT3,"48"" ADJ OPEN HUB BRACKET T3",FLE
AE-2,TWO CARD ACCESSORY ENCL,POT
AE7722-3A-0200,"2"" GRV BFV W/SWITCH",ANV
AE7722-3A-0600,"6"" GRV BFV W/SWITCH",ANV
AF035-01000100,AF035 1X1  SWAY BRACE FTG,ANV
AF035-01250100,AF035 11/4X1  SWAY BRACE FTG,ANV
AF035-01250125,AF035 11/4X11/4 SWAY BRACE FTG,ANV
AF035-01250150,AF035 11/4X11/2 SWAY BRACE FTG,ANV
AF035-01500100,AF035 11/2X1  SWAY BRACE FTG,ANV
AF035-01500125,AF035 11/2X11/4  SWAY BRACE FT,ANV
AF035-02000100,AF035 2X1  SWAY BRACE FTG,ANV
AF035-02000125,AF035 2X11/4  SWAY BRACE FTG,ANV
AF035-02000150,AF035 2X11/2 SWAY BRACE FTG,ANV
AF035-02000200,AF035 2X2 SWAY BRACE FTG,ANV
AF035-02500100,AF035 21/2X1  SWAY BRACE FTG,ANV
AF035-02500125,AF035 21/2X11/4  SWAY BRACE FT,ANV
AF035-02500150,AF035 21/2X11/2 SWYBRACE FTG,ANV
AF035-02500200,AF035 21/2X2 SWAY BRACE FTG,ANV
AF035-03000100,AF035 3X1  SWAY BRACE FTG,ANV
AF035-03000125,AF035 3X11/4  SWAY BRACE FTG,ANV
AF035-03000150,AF035 3X11/2 SWAY BRACE FTG,ANV
AF035-04000100,AF035 4X1  SWAY BRACE FTG,ANV
AF035-04000125,AF035 4X11/4  SWAY BRACE FTG,ANV
AF035-04000150,AF035 4X11/2 SWAY BRACE FTG,ANV
AF035-04000200,AF035 4X2 SWAY BRACE FTG,ANV
AF035-05000100,AF035 5X1  SWAY BRACE FTG,ANV
AF035-05000125,AF035 5X11/4  SWAY BRACE FTG,ANV
AF035-05000150,AF035 5X11/2 SWAY BRACE FTG,ANV
AF035-06000100,AF035 6X1  SWAY BRACE FTG,ANV
AF035-06000125,AF035 6X11/4  SWAY BRACE FTG,ANV
AF035-06000150,AF035 6X11/2 SWAY BRACE FTG,ANV
AF035-06000200,AF035 6X2 SWAY BRACE FTG,ANV
AF035-08000100,AF035 8X1  SWAY BRACE FTG,ANV
AF035-08000125,AF035 8X11/4  SWAY BRACE FTG,ANV
AF035-08000150,AF035 8X11/2 SWAY BRACE FTG,ANV
AF035-10000100,AF035 10X1 SWAY BRACE FTG,ANV
AF035-10000125,AF035 10X11/4 SWAY BRACE FTG,ANV
AF035-10000150,AF035 10X11/2 SWAY BRACE FTG,ANV
AF035-12000100,AF035 12X1 SWAY BRACE FTG,ANV
AF035-12000125,AF035 12X11/4 SWAY BRACE FTG,ANV
AF035D-01000100,1X1  SWAY BRACE FTG,ANV
AF035D-01000125,1X11/4 SWAY BRACE FTG,ANV
AF035D-01250100,11/4X1  SWAY BRACE FTG,ANV
AF035D-01250125,11/4X11/4 SWAY BRACE FTG,ANV
AF035D-01500100,11/2X1  SWAY BRACE FTG,ANV
AF035D-01500125,11/2X11/4  SWAY BRACE FTG,ANV
AF035D-02000100,2X1  SWAY BRACE FTG,ANV
AF035D-02000125,2X11/4  SWAY BRACE FTG,ANV
AF035D-02500125,21/2X11/4  SWAY BRACE FTG,ANV
AF035D-02500150,21/2X11/2 SWYBRACE FTG,ANV
AF035D-03000100,3X1 SWAY BRACE FTG,ANV
AF035D-03000125,3X11/4  SWAY BRACE FTG,ANV
AF035D-04000100,4X1  SWAY BRACE FTG,ANV
AF035D-04000125,4X11/4  SWAY BRACE FTG,ANV
AF035D-05000100,5X1  SWAY BRACE FTG,ANV
AF035D-05000125,5X11/4  SWAY BRACE FTG,ANV
AF035D-06000100,6X1  SWAY BRACE FTG,ANV
AF035D-06000125,6X11/4  SWAY BRACE FTG,ANV
AF035D-08000100,8X1  SWAY BRACE FTG,ANV
AF035D-08000125,8X11/4  SWAY BRACE FTG,ANV
AF035D-10000100,10X1 SWAY BRACE FTG,ANV
AF035D-10000125,10X11/4 SWAY BRACE FTG,ANV
AF035D-12000100,12X1 SWAY BRACE FTG,ANV
AF035D-12000125,12X11/4 SWAY BRACE FTG,ANV
AF035DEG-01000100,1X1 SWAY BRACE FTG EG,ANV
AF035DEG-01250100,11/4X1 SWAY BRACE FTG EG,ANV
AF035DEG-01500100,11/2X1 SWAY BRACE FTG EG,ANV
AF035DEG-02000100,2X1 SWAY BRACE FTG EG,ANV
AF035DEG-02500100,21/2X1 SWYBRACE FTG EG,ANV
AF035DEG-03000100,3X1 SWAY BRACE FTG EG,ANV
AF035DEG-04000100,4X1  SWAY BRACE FTG EG,ANV
AF035DEG-05000100,5X1  SWAY BRACE FTG EG,ANV
AF035DEG-06000100,6X1  SWAY BRACE FTG EG,ANV
AF035DEG-08000100,8X1  SWAY BRACE FTG EG,ANV
AF035DEG-10000100,10X1 SWAY BRACE FTG EG,ANV
AF035DEG-12000100,12X1 SWAY BRACE FTG EG,ANV
AF035EG-01000100,1X1 EG SWAY BRACE FTG,ANV
AF035EG-01000125,1X11/4 EG SWAY BRACE FTG,ANV
AF035EG-01250100,11/4X1 EG SWAY BRACE FTG,ANV
AF035EG-01250125,11/4X11/4 EG SWAY BRACE FTG,ANV
AF035EG-01500100,11/2X1 EG SWAY BRACE FTG,ANV
AF035EG-02000100,2X1 EG SWAY BRACE FTG,ANV
AF035EG-02000125,2X11/4 EG SWAY BRACE FTG,ANV
AF035EG-02500100,21/2X1 EG SWAY BRACE FTG,ANV
AF035EG-02500125,21/2X11/4 EG SWAY BRACE FTG,ANV
AF035EG-03000100,3X1 EG SWAY BRACE FTG,ANV
AF035EG-03000125,3X11/4 EG SWAY BRACE FTG,ANV
AF035EG-04000100,4 X 1 EG SWAY BRACE FTG,ANV
AF035EG-04000125,4 X 11/4 EG SWAY BRACE FTG,ANV
AF035EG-05000100,5X1 EG SWAY BRACE FTG,ANV
AF035EG-05000125,5X11/4 EG SWAY BRACE FTG,ANV
AF035EG-06000100,6 x 1 EG SWAY BRACE FTG,ANV
AF035EG-06000125,6 X 11/4 EG SWAY BRACE FTG,ANV
AF035EG-06000200,6X2 EG SWAY BRACE FTG,ANV
AF035EG-08000100,8X1 EG SWAY BRACE FTG,ANV
AF035EG-08000125,8 X 11/4 EG SWAY BRACE FTG,ANV
AF035EG-10000100,10X1 EG SWAY BRACE FTG,ANV
AF035EG-10000125,10X11/4 EG SWAY BRACE FTG,ANV
AF035EG-12000100,12X1 EG SWAY BRACE FTG,ANV
AF035EG-12000125,12X11/4 EG SWAY BRACE FTG,ANV
AF075-0100,1 ATTACHMNT FTG LOCKNG,ANV
AF075-0125,11/4 ATTCHMT FTG LOCKING,ANV
AF075D-0100,1 ATTACHMNT FTG LOCKNG,ANV
AF075D-0125,1-1/4 ATTACHMNT FTG LOCKNG,ANV
AF075D-0200,2 ATTACHMNT FTG LOCKNG,ANV
AF075DEG-0100,1 EG ATTACHMT FTG LOCKNG,ANV
AF075DEG-0125,1-1/4 EG ATTACHMT FTG LOCKNG,ANV
AF075DEG-0200,2 EG ATTACHMT FTG LOCKNG,ANV
AF075EG-0100,1 EG ATTACHMT FTG LOCKNG,ANV
AF076,AF076 UNIV SWIVEL ATTACH UL/FM,ANV
AF076EG,EG UNIV SWIVEL ATTACH FTG ULFM,ANV
AF077-0100,1 ATTACHMNT FTG LOCKNG,ANV
AF077-0100EG,1 EG ATTACH FTG LOCKNG,ANV
AF077-0125,1-1/4 ATTACHMNT FTG LOCKNG,ANV
AF077-0125EG,1-1/4 EG ATTACH FTG LOCKNG,ANV
AF085,AF085 2PC SWAYBRACE,ANV
AF085EG,AF085EG 2PC SWAYBRACE,ANV
AF086UL,SWAYBRACE ADPT FLNG/I-BEAM 2PC,ANV
AF086ULEG,SWYBRCE ADPT FLG/I-BEAM EG 2PC,ANV
AF087EG,SWAYBRACE ADPT ULFM EG,ANV
AF087FM,SWAYBRACE ADPT FM-STL WEBJOIST,ANV
AF087UL,SWAYBRACE ADPT UL-STL WEBJOIST,ANV
AF088,BLK SWAY BRACE ADAPTR,ANV
AF088EG,EG SWAY BRACE ADAPTR,ANV
AF090-34-0600,3/4 X 6 PGBEAM RET CLP,ANV
AF090-34-0800,3/4 X 8 PGBEAM RET CLP,ANV
AF090-34-1000,3/4 X 10 PGBEAM RET CLP,ANV
AF090-34-1400,3/4 X 14 PGBEAM RET CLP,ANV
AF090-58-0600,5/8 X 6 PGBEAM RET CLP,ANV
AF090-58-0800,5/8 X 8 PGBEAM RET CLP,ANV
AF090-58-1000,5/8 X 10 PGBEAM RET CLP,ANV
AF090-58-1400,5/8 X 14 PGBEAM RET CLP,ANV
AF090R-0600,6 EG UNIV RESTRAINING STRAP,ANV
AF090R-0800,8 EG UNIV RESTRAINING STRAP,ANV
AF090R-1000,10 EG UNIV RESTRAINING STRAP,ANV
AF090R-1200,12 EG UNIV RESTRAINING STRAP,ANV
AF090R-1400,14 EG UNIV RESTRAINING STRAP,ANV
AF090R-1600,16 EG UNIV RESTRAINING STRAP,ANV
AF090R-1800,18 EG UNIV RESTRAINING STRAP,ANV
AF090R-2000,20 EG UNIV RESTRAINING STRAP,ANV
AF090R-2200,22 EG UNIV RESTRAINING STRAP,ANV
AF090R-2400,24 EG UNIV RESTRAINING STRAP,ANV
AF090R-370600,3/8 X 6 EG RETAIN STRP DOM,ANV
AF090R-370800,3/8 X 8 EG RETAIN STRP DOM,ANV
AF090R-371000,3/8 X 10 EG RETAIN STRP DOM,ANV
AF090R-371200,3/8 X 12 EG RETAIN STRP DOM,ANV
AF090R-371400,3/8 X 14 EG RETAIN STRP DOM,ANV
AF090R-371600,3/8 X 16 EG RETAIN STRP DOM,ANV
AF090R-371800,3/8 X 18 EG RETAIN STRP DOM,ANV
AF146T,"3/8"" PURLIN CLIP",ERC
AF21GG-02001200,2X12 GXG CONNECTOR,ANV
AF310,1-2 EG RING RESTRAINER,ANV
AF700-50,"1/2"" SEISMIC JAW ASSY",ANV
AF700-50-EG,"1/2"" SEISMIC JAW ASSY EG",ANV
AF700-50-SS,"1/2"" 316SS SEIS JAW ASSY",ANV
AF700-58,"5/8"" SEISMIC JAW ASSY",ANV
AF700-58-SS,"5/8"" 316SS SEIS JAW ASSY",ANV
AF700-75,"3/4"" SEISMIC JAW ASSY",ANV
AF700-75-SS,"3/4"" 316SS SEIS JAW ASSY",ANV
AF720,PLAIN I-BEAM ATTACHMT,ANV
AF720G,PLTD I-BEAM ATTACHMT,ANV
AF727,PLN UNIV SEIS ATTACH W/SWIVEL,ANV
AF727G,PLTD UNIV SEIS ATTACH W/SWIVEL,ANV
AF730-0100,"1"" PLN LAT/LONG CLAMP",ANV
AF730-0125,"11/4"" PLN LAT/LONG CLAMP",ANV
AF730-0150,"11/2"" PLN LAT/LONG CLAMP",ANV
AF730-0200,"2"" PLN LAT/LONG CLAMP",ANV
AF730-0250,"21/2"" PLN LAT/LONG CLAMP",ANV
AF730-0300,"3"" PLN LAT/LONG CLAMP",ANV
AF730-0400,"4"" PLN LAT/LONG CLAMP",ANV
AF730-0500,"5"" PLN LAT/LONG CLAMP",ANV
AF730-0600,"6"" PLN LAT/LONG CLAMP",ANV
AF730-0800,"8"" PLN LAT/LONG CLAMP",ANV
AF730-1000,"10"" PLN LAT/LONG CLAMP",ANV
AF730-1200,"12"" PLN LAT/LONG CLAMP",ANV
AF730EG-0800,"8"" EG LAT/LONG CLAMP",ANV
AF730HDG-0100,"1"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0125,"11/4"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0150,"11/2"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0200,"2"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0250,"21/2"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0300,"3"" GAL LAT/LONG CLAMP",ANV
AF730HDG-0400,"4"" GAL LAT/LONG CLAMP",ANV
